timestamp,rssi_mean,rssi_variance,burst_count,active_channel_count,channel_hopping_rate,peak_channel_index,wifi_channel_ratio,signal_duration,label
0.0,0.005450836524315238,0.00588355729556794,0.004702716009172571,0.005090241962941285,0.0017075316786342987,0.5379240922687035,0.04858359941747771,0.0484655285126723,0
1.0,0.11342596330961818,0.010289533931025767,0.06709216688366212,0.4304930323665237,0.07857682811523393,0.14048169221648657,0.15210719040393905,0.9021920248479987,0
2.0,0.1765812812696207,0.05939117300459272,0.04463643757019668,0.12,0.19049281283867686,0.7308478160949398,0.07260793963325446,0.8896941766002603,1
3.0,0.18909433553811997,0.06747858391537141,0.11554272629421543,0.33898844181520355,0.25653980697950984,0.5553947119761545,0.1570313033767591,0.8225770754971742,1
4.0,0.12408453154763946,0.06119781273385414,0.13624058016943183,0.2765748604662776,0.0912478841663946,0.48586963339525846,0.3914072034715502,0.7473194498018659,1
5.0,0.13613222464245478,0.06471811180498553,0.1917612946905717,0.23317134189349775,0.09922768096295317,0.23237790877867714,0.28898344994412284,0.7757118754690928,1
6.0,0.12921194642863554,0.0862379243476317,0.44158835601061663,0.09722785022142043,0.01761451727365084,0.2894128211902245,0.6390767670831258,0.5525751435435425,0
7.0,0.10327606627108929,0.05927036745898641,0.46617584316855887,0.12461249675043315,0.012796057734970875,0.19792460720426036,0.6634009930327381,0.6377199838117562,0
8.0,0.0585526733262171,0.021061014940594786,0.16092913409555848,0.4672222639573289,0.05654877277639991,0.13148985810325797,0.0397899273703881,0.7545822579651891,0
9.0,0.1405948864182135,0.08056162022800052,0.32580447997216355,0.3092855913695621,0.11114715181776867,0.3461752820677647,0.4005075863689012,0.8010233681437201,1
10.0,0.004202993044508916,0.0033956098425874403,0.004050592052856725,0.00745451868784068,0.006809564357669958,0.24785269093617157,0.05630858899611738,0.04592723782826916,0
11.0,0.174746064136848,0.07888057738930639,0.26959010056495974,0.23591111258777958,0.09016892881779857,0.481977560793325,0.3208447563760306,0.8132512623878689,1
12.0,0.0015489892842180267,0.006835707099390714,0.008384918936085574,0.03440415479658131,0.0033988393494632204,0.6771439988538809,0.10437698319449387,0.029766683063046608,0
13.0,0.16927829695334803,0.06355940398097218,0.16118878227322922,0.22394863505319046,0.12685279404955904,0.1794327676152449,0.3065875906211481,0.8261513009874294,1
14.0,0.048456726108212195,0.08201372877698707,0.17227175607503664,0.08975294486625286,0.01863369282387757,0.2980245516261075,0.7697305122049878,0.4442175889613206,0
15.0,0.19332502097725968,0.05372341310175068,0.09815597945693083,0.12,0.19923882376794533,0.1,0.056487968577136116,0.9429869097841505,1
16.0,0.19714081324473468,0.054814240121475274,0.19600681125770472,0.15637405561917275,0.19218780877436706,0.4957022647307197,0.2642112606007635,0.8679370769969093,1
17.0,0.013708205239448743,0.026967406880790717,0.007658538172651322,0.00494063429821089,0.0016474913394796235,0.7178034027813649,0.0060352958713402365,0.00500734603241342,0
18.0,0.001307275310901521,0.004176952489391539,0.006941014421853741,0.003640458051345881,0.002032103164743896,0.2721732678002998,0.03204056568754692,0.03185696750756347,0
19.0,0.018493933352143437,0.0018576003434058721,0.0017449056893651612,0.008001186054452158,8.297183045077263e-05,0.6268758388813778,0.031169147108507878,0.013008747968581563,0
20.0,0.20139621396668292,0.05541784879726713,0.1641991964692274,0.31127221068780137,0.12922647181129587,0.18892064091907365,0.40519096227784945,0.727131355601645,1
21.0,0.005582479244351305,0.01930395049475749,0.0071589379550309334,0.0031032491503390058,0.0011868157609729053,0.12864513514434217,0.029775182466388814,0.009780971586718902,0
22.0,0.14250054949349886,0.09612326001260085,0.5411793648224822,0.1307767252702015,0.008312931721575902,0.30204523582135323,0.7420934326354,0.6612288950501406,0
23.0,0.19470353405226648,0.07094353230035745,0.24605506696320303,0.23853554907404675,0.10020851979093351,0.5271103713420281,0.3744597097533416,0.8722524864602476,1
24.0,0.01899513773214819,0.0006105658762099678,0.006558210339340125,0.011920108028948275,8.601021333149682e-05,0.12040691537115189,0.03345561970131136,0.0062741197469640565,0
25.0,0.10979122108717757,0.04942109701190799,0.1883181763582067,0.38396093371570605,0.04349492359802981,0.8367438015733962,0.08459826649571345,0.8106437187631621,0
26.0,0.16873326731013466,0.06024652571000691,0.256566284163896,0.3316350701549247,0.09197647482328183,0.5153011521512678,0.3765968536248019,0.7758895142405053,1
27.0,0.19621089745727308,0.038496782490429954,0.11931910380204616,0.4265100213028617,0.2337575719540476,0.4015550245954203,0.04755591466102613,0.8873902164202884,1
28.0,0.07375561770062267,0.061193654675226056,0.1216328785331093,0.11761825290890333,0.016011923353018383,0.26576394918935675,0.6885141432544001,0.590493936398419,0
29.0,0.09143514335888416,0.012145741078450453,0.23333263072799737,0.5257602519395317,0.08472092107528639,0.36991799118645563,0.16208002553282452,0.8929802242610475,0
30.0,0.1559727385640813,0.037168814811702804,0.20619491153198125,0.19015137920064976,0.22340046421550885,0.3031105371440051,0.35189039012887224,0.8451576680681319,1
31.0,0.002273948071639369,0.0016164010489032711,0.005713048204214841,0.024397213425712855,0.005929499623312612,0.5729365777775001,0.03865172707806846,0.019466288810924427,0
32.0,0.0994575442957725,0.02786556852469394,0.06145318134745928,0.44442025675313884,0.06871436922207999,0.5338697505062397,0.09998535548329701,0.8146647631260762,0
33.0,0.24563951412874885,0.06074199723769068,0.14014196489345987,0.3296275953996582,0.20195561606535573,0.3467046610045143,0.07650676618226099,0.9026978315142364,1
34.0,0.011236205663085879,0.005265963761916976,0.001829667942953984,0.026941721661946316,0.004234918126312596,0.4527910331519156,0.022581405266731594,0.0016519856872739568,0
35.0,0.11316222549652032,0.02,0.33542425348285076,0.09949701276696366,0.021775996200760935,0.09265601994588686,0.7423209289242446,0.6230160890168296,0
36.0,0.0029840791709504462,0.009339339411220844,0.0022760651481482635,0.036440015735191796,0.0018553065706264317,0.34234620816107253,0.12115604866939389,0.011034123792286046,0
37.0,0.010542255181117682,0.0009423638669995997,0.0009718316133335535,0.04456985774639634,0.002188506803390504,0.3731473199651193,0.03202703727034636,0.02948952009220501,0
38.0,0.15745621379922062,0.11974036310621299,0.3811668479961322,0.1027802814009815,0.008798310773909796,0.06439242497368514,0.5737948881106613,0.8286760419301259,0
39.0,0.3063191521643191,0.04128100842453653,0.08376694236987409,0.38646916513009266,0.23141984243774058,0.7482102024981805,0.11656839265098778,0.9046840071023964,1
40.0,0.19560666965792325,0.07471036649337036,0.23017419435613054,0.2720190810845752,0.09286716097489732,0.40824630352118857,0.30861022525550436,0.801476557705768,1
41.0,0.012451441273854764,0.005137952591055614,0.0033217358812069188,0.009797496686233743,0.0024319087313214396,0.9150829233040119,0.039495386952946666,0.05632484134066256,0
42.0,0.11392859697694496,0.08756237764446144,0.38194119890897793,0.06,0.017123608250100873,0.4614468067370727,0.624137990957796,0.5571354652884324,0
43.0,0.20400243194891665,0.069399080985612,0.21538256633788094,0.15522777184903053,0.14986749624355877,0.3945926237077873,0.3544884806463361,0.9013360592558453,1
44.0,0.005132865351418947,0.012963637970773984,0.004456642240346863,0.005632180607601863,0.004597253687782295,0.3510997924896886,0.09204462446791105,0.019210827808672518,0
45.0,0.11224561371872747,0.08053316091178678,0.4122702784310139,0.179511438029122,0.02374813013811275,0.523477217759591,0.7053520681170421,0.5047732548352944,0
46.0,0.13158885590830866,0.07509569255997708,0.4694448586943217,0.16265827374287412,0.016571711142710645,0.4352028153277071,0.5208710677087164,0.7083967852272142,0
47.0,0.141269506782223,0.06445859700114873,0.26429720600894824,0.2896029635092033,0.10887808004327791,0.26966043269274126,0.45923827382959104,0.874488167884796,1
48.0,0.09212249140473208,0.060295863466515026,0.406275160336928,0.09817122732100153,0.02171441928720479,0.2278841214525364,0.745949093048156,0.5969340782956092,0
49.0,0.09546813769748844,0.04204418159852828,0.23653791480222833,0.24849426288534618,0.1007766445268957,0.10867489374617552,0.41610131073600054,0.8418101753215795,1
50.0,0.0660789043137241,0.04754943411322827,0.13629542744154946,0.5018415538816345,0.08223548610068945,0.24226215801369336,0.06303369743130248,0.747288681385616,0
51.0,0.015129871405314764,0.006936107767633926,0.013973105432040365,0.04515609972235774,0.000580315433025931,0.5450945737630424,0.08609412311296802,0.04686928479560344,0
52.0,0.14673581926079163,0.040243387190410505,0.2773176709634191,0.4654112067164889,0.09772480305401814,0.4234561696077418,0.0,0.922918222133994,0
53.0,0.1263333575088316,0.022154904439235026,0.10709601929752315,0.2987508691044969,0.33318312200506706,0.8084151752155109,0.07257825034164159,0.8316887709311863,1
54.0,0.02355997390357177,0.008043477831323616,0.012040198948509738,0.006115732216410748,0.005681262276641622,0.6575936527063347,0.09622282621396021,0.03188579383687307,0
55.0,0.2810422215028091,0.01763821274104932,0.06615452286282589,0.45166456379131453,0.2666992381222526,0.371072847497087,0.0013026234948646798,0.9365188223542614,1
56.0,0.2522799547156295,0.02282961415067155,0.057290461370580664,0.3716417949466415,0.1334572472327883,0.22750895691453182,0.11384673590726849,0.9567531108499875,1
57.0,0.23224261272122798,0.062306112337576235,0.1257029461022041,0.3646811048447451,0.14827479369635357,0.536391948763894,0.20578918448565278,0.9650928832369311,1
58.0,0.12371055488393434,0.05692209992675472,0.3063483828709056,0.11359888049137336,0.0165507678229204,0.16933510157993836,0.7167933639488696,0.7539573330699421,0
59.0,0.21921878189834773,0.029385745555013342,0.04461202933582708,0.25664489548295255,0.3032712708304044,0.13320601060771042,0.15931180225547265,0.9691653009012147,1
60.0,0.004546258770479587,0.013369292123848636,0.009969264169612817,0.02422824058371503,0.004244838928529958,0.184554239402424,0.015867421543384892,0.038390754936436046,0
61.0,0.16742194908324565,0.1273392268949342,0.34011229351598093,0.11600167177487701,0.00916833008234906,0.4653034154657272,0.6527517710859412,0.6926597888717984,0
62.0,0.1784983662368369,0.03467491666651193,0.22018847411170853,0.2601813740264889,0.10716919575161901,0.37006621769526743,0.4137077338402458,0.7921671110033457,1
63.0,0.01329032856240697,0.008173542535321016,0.0047224906381791625,0.013377942927816407,0.0023146814244404167,0.2587632815445452,0.04662906302523613,0.04853960632467982,0
64.0,0.0051267797752138555,0.008783623714038513,0.0009602028296098301,0.021244794882803675,0.0016125489404887172,0.7853363067628857,0.04834304277121905,0.023589344837269485,0
65.0,0.23762721932824926,0.08050774606275701,0.19916823290845517,0.27908508613299166,0.13766340691157217,0.5411082680150632,0.37277708043200813,0.8400041102403205,1
